,index,0,1,2,3,result,final,0
20869,,,,,,,,301
20870,,,,,,,,301
20871,,,,,,,,301
20872,,,,,,,,301
20873,,,,,,,,301
20874,,,,,,,,301
20875,,,,,,,,301
20876,,,,,,,,301
20877,,,,,,,,301
20878,,,,,,,,301
20879,,,,,,,,301
20880,,,,,,,,301
20881,,,,,,,,301
20882,,,,,,,,301
20883,,,,,,,,301
20884,,,,,,,,301
20885,,,,,,,,301
20886,,,,,,,,301
20887,,,,,,,,301
20888,,,,,,,,301
20889,,,,,,,,301
20890,,,,,,,,301
20891,,,,,,,,301
20892,,,,,,,,301
20893,,,,,,,,301
20894,,,,,,,,301
20895,,,,,,,,301
20896,,,,,,,,108
20897,,,,,,,,108
20898,,,,,,,,108
20899,,,,,,,,108
20900,,,,,,,,108
20901,,,,,,,,108
20902,,,,,,,,108
20903,,,,,,,,108
20904,,,,,,,,108
20905,,,,,,,,108
20906,,,,,,,,108
20907,,,,,,,,108
20908,,,,,,,,108
20909,,,,,,,,108
20910,,,,,,,,108
20911,,,,,,,,108
20912,,,,,,,,108
20913,,,,,,,,108
20914,,,,,,,,108
20915,,,,,,,,108
20916,,,,,,,,108
20917,,,,,,,,108
20918,,,,,,,,108
20919,,,,,,,,108
20920,,,,,,,,108
20921,,,,,,,,108
20922,,,,,,,,108
20923,,,,,,,,108
20924,,,,,,,,108
20925,,,,,,,,108
20926,,,,,,,,108
20927,,,,,,,,108
20928,,,,,,,,108
20929,,,,,,,,108
20930,,,,,,,,108
20931,,,,,,,,108
20932,,,,,,,,108
20933,,,,,,,,108
20934,,,,,,,,108
20935,,,,,,,,108
20936,,,,,,,,108
20937,,,,,,,,108
20938,,,,,,,,108
20939,,,,,,,,108
20940,,,,,,,,108
20941,,,,,,,,108
20942,,,,,,,,108
20943,,,,,,,,108
20944,,,,,,,,108
20945,,,,,,,,108
20946,,,,,,,,108
20947,,,,,,,,108
20948,,,,,,,,108
20949,,,,,,,,108
20950,,,,,,,,108
20951,,,,,,,,108
20952,,,,,,,,108
20953,,,,,,,,108
20954,,,,,,,,108
20955,,,,,,,,108
20956,,,,,,,,108
20957,,,,,,,,108
20958,,,,,,,,108
20959,,,,,,,,108
20960,,,,,,,,108
20961,,,,,,,,108
20962,,,,,,,,108
20963,,,,,,,,108
20964,,,,,,,,108
20965,,,,,,,,108
20966,,,,,,,,108
20967,,,,,,,,108
20968,,,,,,,,108
20969,,,,,,,,108
20970,,,,,,,,108
20971,,,,,,,,108
20972,,,,,,,,108
20973,,,,,,,,108
20974,,,,,,,,108
20975,,,,,,,,108
20976,,,,,,,,326
20977,,,,,,,,326
20978,,,,,,,,326
20979,,,,,,,,326
20980,,,,,,,,326
20981,,,,,,,,326
20982,,,,,,,,326
20983,,,,,,,,326
20984,,,,,,,,326
20985,,,,,,,,326
20986,,,,,,,,326
20987,,,,,,,,326
20988,,,,,,,,326
20989,,,,,,,,326
20990,,,,,,,,326
20991,,,,,,,,326
20992,,,,,,,,326
20993,,,,,,,,326
20994,,,,,,,,326
20995,,,,,,,,326
20996,,,,,,,,326
20997,,,,,,,,326
20998,,,,,,,,326
20999,,,,,,,,326
21000,,,,,,,,326
21001,,,,,,,,326
21002,,,,,,,,326
21003,,,,,,,,326
21004,,,,,,,,326
21005,,,,,,,,326
21006,,,,,,,,326
21007,,,,,,,,326
21008,,,,,,,,326
21009,,,,,,,,326
21010,,,,,,,,326
21011,,,,,,,,326
21012,,,,,,,,326
21013,,,,,,,,326
21014,,,,,,,,326
21015,,,,,,,,326
21016,,,,,,,,326
21017,,,,,,,,326
21018,,,,,,,,326
21019,,,,,,,,326
21020,,,,,,,,326
21021,,,,,,,,326
21022,,,,,,,,326
21023,,,,,,,,326
21024,,,,,,,,326
21025,,,,,,,,326
21026,,,,,,,,326
21027,,,,,,,,326
21028,,,,,,,,326
21029,,,,,,,,326
21030,,,,,,,,326
21031,,,,,,,,82
21032,,,,,,,,82
21033,,,,,,,,82
21034,,,,,,,,82
21035,,,,,,,,82
21036,,,,,,,,82
21037,,,,,,,,82
21038,,,,,,,,82
21039,,,,,,,,82
21040,,,,,,,,82
21041,,,,,,,,82
21042,,,,,,,,82
21043,,,,,,,,82
21044,,,,,,,,82
21045,,,,,,,,82
21046,,,,,,,,82
21047,,,,,,,,82
21048,,,,,,,,82
21049,,,,,,,,82
21050,,,,,,,,82
21051,,,,,,,,82
21052,,,,,,,,82
21053,,,,,,,,82
21054,,,,,,,,82
21055,,,,,,,,82
21056,,,,,,,,82
21057,,,,,,,,82
21058,,,,,,,,82
21059,,,,,,,,82
21060,,,,,,,,82
21061,,,,,,,,82
21062,,,,,,,,82
21063,,,,,,,,82
21064,,,,,,,,82
21065,,,,,,,,82
21066,,,,,,,,82
21067,,,,,,,,82
21068,,,,,,,,82
21069,,,,,,,,82
21070,,,,,,,,82
21071,,,,,,,,82
21072,,,,,,,,82
21073,,,,,,,,82
21074,,,,,,,,82
21075,,,,,,,,82
21076,,,,,,,,82
21077,,,,,,,,82
21078,,,,,,,,82
21079,,,,,,,,82
21080,,,,,,,,82
21081,,,,,,,,82
21082,,,,,,,,82
21083,,,,,,,,82
21084,,,,,,,,82
21085,,,,,,,,82
21086,,,,,,,,82
21087,,,,,,,,82
21088,,,,,,,,82
21089,,,,,,,,82
21090,,,,,,,,82
21091,,,,,,,,82
21092,,,,,,,,82
21093,,,,,,,,82
21094,,,,,,,,82
21095,,,,,,,,82
21096,,,,,,,,82
21097,,,,,,,,82
21098,,,,,,,,82
21099,,,,,,,,48
21100,,,,,,,,48
21101,,,,,,,,48
21102,,,,,,,,48
21103,,,,,,,,48
21104,,,,,,,,48
21105,,,,,,,,48
21106,,,,,,,,48
21107,,,,,,,,48
21108,,,,,,,,48
21109,,,,,,,,48
21110,,,,,,,,48
21111,,,,,,,,48
21112,,,,,,,,48
21113,,,,,,,,48
21114,,,,,,,,48
21115,,,,,,,,48
21116,,,,,,,,48
21117,,,,,,,,48
21118,,,,,,,,48
21119,,,,,,,,48
21120,,,,,,,,48
21121,,,,,,,,48
21122,,,,,,,,48
21123,,,,,,,,48
21124,,,,,,,,48
21125,,,,,,,,48
21126,,,,,,,,48
21127,,,,,,,,48
21128,,,,,,,,48
21129,,,,,,,,48
21130,,,,,,,,48
21131,,,,,,,,48
21132,,,,,,,,48
21133,,,,,,,,48
21134,,,,,,,,48
21135,,,,,,,,48
21136,,,,,,,,48
21137,,,,,,,,48
21138,,,,,,,,48
21139,,,,,,,,48
21140,,,,,,,,48
21141,,,,,,,,48
21142,,,,,,,,48
21143,,,,,,,,48
21144,,,,,,,,48
21145,,,,,,,,48
21146,,,,,,,,48
21147,,,,,,,,48
21148,,,,,,,,48
21149,,,,,,,,48
21150,,,,,,,,48
21151,,,,,,,,48
21152,,,,,,,,48
21153,,,,,,,,48
21154,,,,,,,,48
21155,,,,,,,,48
21156,,,,,,,,48
21157,,,,,,,,48
21158,,,,,,,,48
21159,,,,,,,,48
21160,,,,,,,,48
21161,,,,,,,,48
21162,,,,,,,,48
21163,,,,,,,,48
21164,,,,,,,,48
21165,,,,,,,,48
21166,,,,,,,,48
21167,,,,,,,,48
21168,,,,,,,,48
21169,,,,,,,,48
21170,,,,,,,,48
21171,,,,,,,,48
21172,,,,,,,,48
21173,,,,,,,,48
21174,,,,,,,,48
21175,,,,,,,,48
21176,,,,,,,,48
21177,,,,,,,,48
21178,,,,,,,,48
21179,,,,,,,,48
21180,,,,,,,,48
21181,,,,,,,,48
21182,,,,,,,,48
21183,,,,,,,,48
21184,,,,,,,,48
21185,,,,,,,,48
21186,,,,,,,,48
21187,,,,,,,,48
21188,,,,,,,,48
21189,,,,,,,,48
21190,,,,,,,,48
21191,,,,,,,,48
21192,,,,,,,,48
21193,,,,,,,,48
21194,,,,,,,,48
21195,,,,,,,,48
21196,,,,,,,,48
21197,,,,,,,,48
21198,,,,,,,,48
21199,,,,,,,,48
21200,,,,,,,,48
21201,,,,,,,,48
21202,,,,,,,,48
21203,,,,,,,,48
21204,,,,,,,,48
21205,,,,,,,,48
21206,,,,,,,,48
21207,,,,,,,,48
21208,,,,,,,,247
21209,,,,,,,,247
21210,,,,,,,,247
21211,,,,,,,,247
21212,,,,,,,,247
21213,,,,,,,,247
21214,,,,,,,,247
21215,,,,,,,,247
21216,,,,,,,,247
21217,,,,,,,,247
21218,,,,,,,,247
21219,,,,,,,,247
21220,,,,,,,,247
21221,,,,,,,,247
21222,,,,,,,,247
21223,,,,,,,,247
21224,,,,,,,,247
21225,,,,,,,,247
21226,,,,,,,,247
21227,,,,,,,,247
21228,,,,,,,,247
21229,,,,,,,,247
21230,,,,,,,,247
21231,,,,,,,,247
21232,,,,,,,,247
21233,,,,,,,,247
21234,,,,,,,,247
21235,,,,,,,,247
21236,,,,,,,,247
21237,,,,,,,,247
21238,,,,,,,,247
21239,,,,,,,,247
21240,,,,,,,,247
21241,,,,,,,,247
21242,,,,,,,,247
21243,,,,,,,,247
21244,,,,,,,,247
21245,,,,,,,,247
21246,,,,,,,,247
21247,,,,,,,,247
21248,,,,,,,,247
21249,,,,,,,,247
21250,,,,,,,,247
21251,,,,,,,,247
21252,,,,,,,,343
21253,,,,,,,,343
21254,,,,,,,,343
21255,,,,,,,,343
21256,,,,,,,,343
21257,,,,,,,,343
21258,,,,,,,,343
21259,,,,,,,,343
21260,,,,,,,,343
21261,,,,,,,,343
21262,,,,,,,,343
21263,,,,,,,,343
21264,,,,,,,,343
21265,,,,,,,,343
21266,,,,,,,,343
21267,,,,,,,,343
21268,,,,,,,,343
21269,,,,,,,,343
21270,,,,,,,,343
21271,,,,,,,,343
21272,,,,,,,,343
21273,,,,,,,,343
21274,,,,,,,,343
21275,,,,,,,,343
21276,,,,,,,,343
21277,,,,,,,,343
21278,,,,,,,,343
21279,,,,,,,,343
21280,,,,,,,,343
21281,,,,,,,,343
21282,,,,,,,,343
21283,,,,,,,,343
21284,,,,,,,,343
21285,,,,,,,,343
21286,,,,,,,,343
21287,,,,,,,,343
21288,,,,,,,,157
21289,,,,,,,,157
21290,,,,,,,,157
21291,,,,,,,,157
21292,,,,,,,,157
21293,,,,,,,,157
21294,,,,,,,,157
21295,,,,,,,,157
21296,,,,,,,,157
21297,,,,,,,,157
21298,,,,,,,,157
21299,,,,,,,,157
21300,,,,,,,,157
21301,,,,,,,,157
21302,,,,,,,,157
21303,,,,,,,,157
21304,,,,,,,,157
21305,,,,,,,,157
21306,,,,,,,,157
21307,,,,,,,,157
21308,,,,,,,,157
21309,,,,,,,,157
21310,,,,,,,,157
21311,,,,,,,,157
21312,,,,,,,,157
21313,,,,,,,,157
21314,,,,,,,,157
21315,,,,,,,,157
21316,,,,,,,,157
21317,,,,,,,,157
21318,,,,,,,,157
21319,,,,,,,,157
21320,,,,,,,,157
21321,,,,,,,,157
21322,,,,,,,,157
21323,,,,,,,,157
21324,,,,,,,,157
21325,,,,,,,,157
21326,,,,,,,,157
21327,,,,,,,,157
21328,,,,,,,,157
21329,,,,,,,,157
21330,,,,,,,,157
21331,,,,,,,,157
21332,,,,,,,,157
21333,,,,,,,,157
21334,,,,,,,,157
21335,,,,,,,,157
21336,,,,,,,,157
21337,,,,,,,,157
21338,,,,,,,,157
21339,,,,,,,,157
21340,,,,,,,,157
21341,,,,,,,,157
21342,,,,,,,,157
21343,,,,,,,,157
21344,,,,,,,,157
21345,,,,,,,,157
21346,,,,,,,,157
21347,,,,,,,,157
21348,,,,,,,,157
21349,,,,,,,,157
21350,,,,,,,,157
21351,,,,,,,,157
21352,,,,,,,,157
21353,,,,,,,,157
21354,,,,,,,,157
21355,,,,,,,,157
21356,,,,,,,,157
21357,,,,,,,,157
21358,,,,,,,,157
21359,,,,,,,,157
21360,,,,,,,,157
21361,,,,,,,,157
21362,,,,,,,,157
21363,,,,,,,,157
21364,,,,,,,,157
21365,,,,,,,,157
21366,,,,,,,,157
21367,,,,,,,,157
21368,,,,,,,,157
21369,,,,,,,,157
21370,,,,,,,,157
21371,,,,,,,,157
21372,,,,,,,,157
21373,,,,,,,,157
21374,,,,,,,,157
21375,,,,,,,,157
21376,,,,,,,,157
21377,,,,,,,,157
21378,,,,,,,,157
21379,,,,,,,,157
21380,,,,,,,,157
21381,,,,,,,,157
21382,,,,,,,,157
21383,,,,,,,,157
21384,,,,,,,,157
21385,,,,,,,,157
21386,,,,,,,,157
21387,,,,,,,,157
21388,,,,,,,,157
21389,,,,,,,,157
21390,,,,,,,,157
21391,,,,,,,,139
21392,,,,,,,,139
21393,,,,,,,,139
21394,,,,,,,,139
21395,,,,,,,,139
21396,,,,,,,,139
21397,,,,,,,,139
21398,,,,,,,,139
21399,,,,,,,,139
21400,,,,,,,,139
21401,,,,,,,,139
21402,,,,,,,,139
21403,,,,,,,,139
21404,,,,,,,,139
21405,,,,,,,,139
21406,,,,,,,,139
21407,,,,,,,,139
21408,,,,,,,,139
21409,,,,,,,,139
21410,,,,,,,,139
21411,,,,,,,,139
21412,,,,,,,,139
21413,,,,,,,,139
21414,,,,,,,,139
21415,,,,,,,,139
21416,,,,,,,,139
21417,,,,,,,,139
21418,,,,,,,,139
21419,,,,,,,,139
21420,,,,,,,,139
21421,,,,,,,,139
21422,,,,,,,,139
21423,,,,,,,,139
21424,,,,,,,,139
21425,,,,,,,,139
21426,,,,,,,,139
21427,,,,,,,,338
21428,,,,,,,,338
21429,,,,,,,,338
21430,,,,,,,,338
21431,,,,,,,,338
21432,,,,,,,,338
21433,,,,,,,,338
21434,,,,,,,,338
21435,,,,,,,,338
21436,,,,,,,,338
21437,,,,,,,,338
21438,,,,,,,,338
21439,,,,,,,,338
21440,,,,,,,,338
21441,,,,,,,,338
21442,,,,,,,,338
21443,,,,,,,,338
21444,,,,,,,,338
21445,,,,,,,,338
21446,,,,,,,,338
21447,,,,,,,,338
21448,,,,,,,,338
21449,,,,,,,,338
21450,,,,,,,,338
21451,,,,,,,,338
21452,,,,,,,,338
21453,,,,,,,,338
21454,,,,,,,,338
21455,,,,,,,,338
21456,,,,,,,,338
21457,,,,,,,,338
21458,,,,,,,,338
21459,,,,,,,,338
21460,,,,,,,,338
21461,,,,,,,,338
21462,,,,,,,,338
21463,,,,,,,,338
21464,,,,,,,,338
21465,,,,,,,,338
21466,,,,,,,,338
21467,,,,,,,,338
21468,,,,,,,,338
21469,,,,,,,,338
21470,,,,,,,,338
21471,,,,,,,,338
21472,,,,,,,,338
21473,,,,,,,,338
21474,,,,,,,,338
21475,,,,,,,,338
21476,,,,,,,,338
21477,,,,,,,,338
21478,,,,,,,,338
21479,,,,,,,,338
21480,,,,,,,,338
21481,,,,,,,,338
21482,,,,,,,,338
21483,,,,,,,,338
21484,,,,,,,,338
21485,,,,,,,,338
21486,,,,,,,,338
21487,,,,,,,,338
21488,,,,,,,,338
21489,,,,,,,,338
21490,,,,,,,,338
21491,,,,,,,,338
21492,,,,,,,,338
21493,,,,,,,,338
21494,,,,,,,,338
21495,,,,,,,,338
21496,,,,,,,,338
21497,,,,,,,,338
21498,,,,,,,,338
21499,,,,,,,,338
21500,,,,,,,,338
21501,,,,,,,,338
21502,,,,,,,,338
21503,,,,,,,,338
21504,,,,,,,,299
21505,,,,,,,,299
21506,,,,,,,,299
21507,,,,,,,,299
21508,,,,,,,,299
21509,,,,,,,,299
21510,,,,,,,,299
21511,,,,,,,,299
21512,,,,,,,,299
21513,,,,,,,,299
21514,,,,,,,,299
21515,,,,,,,,299
21516,,,,,,,,299
21517,,,,,,,,299
21518,,,,,,,,299
21519,,,,,,,,299
21520,,,,,,,,299
21521,,,,,,,,299
21522,,,,,,,,299
21523,,,,,,,,299
21524,,,,,,,,299
21525,,,,,,,,299
21526,,,,,,,,299
21527,,,,,,,,299
21528,,,,,,,,299
21529,,,,,,,,299
21530,,,,,,,,299
21531,,,,,,,,299
21532,,,,,,,,299
21533,,,,,,,,299
21534,,,,,,,,299
21535,,,,,,,,299
21536,,,,,,,,299
21537,,,,,,,,299
21538,,,,,,,,299
21539,,,,,,,,299
21540,,,,,,,,299
21541,,,,,,,,299
21542,,,,,,,,299
21543,,,,,,,,299
21544,,,,,,,,299
21545,,,,,,,,299
21546,,,,,,,,299
21547,,,,,,,,299
21548,,,,,,,,299
21549,,,,,,,,299
21550,,,,,,,,299
21551,,,,,,,,299
21552,,,,,,,,299
21553,,,,,,,,299
21554,,,,,,,,299
21555,,,,,,,,299
21556,,,,,,,,299
21557,,,,,,,,299
21558,,,,,,,,299
21559,,,,,,,,299
21560,,,,,,,,299
21561,,,,,,,,299
21562,,,,,,,,299
21563,,,,,,,,299
21564,,,,,,,,299
21565,,,,,,,,299
21566,,,,,,,,299
21567,,,,,,,,149
21568,,,,,,,,149
21569,,,,,,,,149
21570,,,,,,,,149
21571,,,,,,,,149
21572,,,,,,,,149
21573,,,,,,,,149
21574,,,,,,,,149
21575,,,,,,,,149
21576,,,,,,,,149
21577,,,,,,,,149
21578,,,,,,,,149
21579,,,,,,,,149
21580,,,,,,,,149
21581,,,,,,,,149
21582,,,,,,,,149
21583,,,,,,,,149
21584,,,,,,,,149
21585,,,,,,,,149
21586,,,,,,,,149
21587,,,,,,,,149
21588,,,,,,,,149
21589,,,,,,,,149
21590,,,,,,,,149
21591,,,,,,,,149
21592,,,,,,,,149
21593,,,,,,,,149
21594,,,,,,,,149
21595,,,,,,,,149
21596,,,,,,,,149
21597,,,,,,,,149
21598,,,,,,,,149
21599,,,,,,,,149
21600,,,,,,,,149
21601,,,,,,,,149
21602,,,,,,,,149
21603,,,,,,,,149
21604,,,,,,,,149
21605,,,,,,,,149
21606,,,,,,,,149
21607,,,,,,,,149
21608,,,,,,,,149
21609,,,,,,,,198
21610,,,,,,,,198
21611,,,,,,,,198
21612,,,,,,,,198
21613,,,,,,,,198
21614,,,,,,,,198
21615,,,,,,,,198
21616,,,,,,,,198
21617,,,,,,,,198
21618,,,,,,,,198
21619,,,,,,,,198
21620,,,,,,,,198
21621,,,,,,,,198
21622,,,,,,,,198
21623,,,,,,,,198
21624,,,,,,,,198
21625,,,,,,,,198
21626,,,,,,,,198
21627,,,,,,,,198
21628,,,,,,,,198
21629,,,,,,,,198
21630,,,,,,,,198
21631,,,,,,,,198
21632,,,,,,,,198
21633,,,,,,,,198
21634,,,,,,,,198
21635,,,,,,,,198
21636,,,,,,,,59
21637,,,,,,,,59
21638,,,,,,,,59
21639,,,,,,,,59
21640,,,,,,,,59
21641,,,,,,,,59
21642,,,,,,,,59
21643,,,,,,,,59
21644,,,,,,,,59
21645,,,,,,,,59
21646,,,,,,,,59
21647,,,,,,,,59
21648,,,,,,,,59
21649,,,,,,,,59
21650,,,,,,,,59
21651,,,,,,,,59
21652,,,,,,,,59
21653,,,,,,,,59
21654,,,,,,,,59
21655,,,,,,,,59
21656,,,,,,,,59
21657,,,,,,,,59
21658,,,,,,,,59
21659,,,,,,,,59
21660,,,,,,,,59
21661,,,,,,,,59
21662,,,,,,,,59
21663,,,,,,,,59
21664,,,,,,,,59
21665,,,,,,,,59
21666,,,,,,,,59
21667,,,,,,,,59
21668,,,,,,,,59
21669,,,,,,,,59
21670,,,,,,,,59
21671,,,,,,,,59
21672,,,,,,,,59
21673,,,,,,,,59
21674,,,,,,,,59
21675,,,,,,,,59
21676,,,,,,,,59
21677,,,,,,,,59
21678,,,,,,,,59
21679,,,,,,,,59
21680,,,,,,,,59
21681,,,,,,,,59
21682,,,,,,,,59
21683,,,,,,,,59
21684,,,,,,,,59
21685,,,,,,,,59
21686,,,,,,,,59
21687,,,,,,,,59
21688,,,,,,,,59
21689,,,,,,,,59
21690,,,,,,,,59
21691,,,,,,,,59
21692,,,,,,,,59
21693,,,,,,,,59
21694,,,,,,,,59
21695,,,,,,,,59
21696,,,,,,,,59
21697,,,,,,,,59
21698,,,,,,,,59
21699,,,,,,,,59
21700,,,,,,,,59
21701,,,,,,,,59
21702,,,,,,,,59
21703,,,,,,,,59
21704,,,,,,,,59
21705,,,,,,,,59
21706,,,,,,,,59
21707,,,,,,,,59
21708,,,,,,,,59
21709,,,,,,,,59
21710,,,,,,,,59
21711,,,,,,,,59
21712,,,,,,,,59
21713,,,,,,,,59
21714,,,,,,,,59
21715,,,,,,,,59
21716,,,,,,,,59
21717,,,,,,,,59
21718,,,,,,,,59
21719,,,,,,,,59
21720,,,,,,,,59
21721,,,,,,,,59
21722,,,,,,,,59
21723,,,,,,,,59
21724,,,,,,,,59
21725,,,,,,,,59
21726,,,,,,,,59
21727,,,,,,,,59
21728,,,,,,,,59
21729,,,,,,,,59
21730,,,,,,,,59
21731,,,,,,,,59
21732,,,,,,,,59
21733,,,,,,,,59
21734,,,,,,,,59
21735,,,,,,,,59
21736,,,,,,,,59
21737,,,,,,,,59
21738,,,,,,,,59
21739,,,,,,,,59
21740,,,,,,,,59
21741,,,,,,,,59
21742,,,,,,,,59
21743,,,,,,,,59
21744,,,,,,,,59
21745,,,,,,,,59
21746,,,,,,,,59
21747,,,,,,,,59
21748,,,,,,,,59
21749,,,,,,,,59
21750,,,,,,,,59
21751,,,,,,,,59
21752,,,,,,,,59
21753,,,,,,,,59
21754,,,,,,,,59
21755,,,,,,,,59
21756,,,,,,,,59
21757,,,,,,,,59
21758,,,,,,,,59
21759,,,,,,,,59
21760,,,,,,,,59
21761,,,,,,,,59
21762,,,,,,,,59
21763,,,,,,,,59
21764,,,,,,,,59
21765,,,,,,,,59
21766,,,,,,,,59
21767,,,,,,,,59
21768,,,,,,,,59
21769,,,,,,,,59
21770,,,,,,,,59
21771,,,,,,,,59
21772,,,,,,,,59
21773,,,,,,,,59
21774,,,,,,,,59
21775,,,,,,,,59
21776,,,,,,,,59
21777,,,,,,,,59
21778,,,,,,,,59
21779,,,,,,,,59
21780,,,,,,,,59
21781,,,,,,,,59
21782,,,,,,,,59
21783,,,,,,,,59
21784,,,,,,,,59
21785,,,,,,,,59
21786,,,,,,,,59
21787,,,,,,,,59
21788,,,,,,,,59
21789,,,,,,,,59
21790,,,,,,,,59
21791,,,,,,,,59
21792,,,,,,,,59
21793,,,,,,,,59
21794,,,,,,,,59
21795,,,,,,,,59
21796,,,,,,,,59
21797,,,,,,,,59
21798,,,,,,,,59
21799,,,,,,,,59
21800,,,,,,,,59
21801,,,,,,,,59
21802,,,,,,,,59
21803,,,,,,,,59
21804,,,,,,,,59
21805,,,,,,,,59
21806,,,,,,,,59
21807,,,,,,,,59
21808,,,,,,,,59
21809,,,,,,,,59
21810,,,,,,,,59
21811,,,,,,,,59
21812,,,,,,,,59
21813,,,,,,,,59
21814,,,,,,,,59
21815,,,,,,,,59
21816,,,,,,,,59
21817,,,,,,,,59
21818,,,,,,,,59
21819,,,,,,,,59
21820,,,,,,,,59
21821,,,,,,,,59
21822,,,,,,,,59
21823,,,,,,,,59
21824,,,,,,,,59
21825,,,,,,,,59
21826,,,,,,,,59
21827,,,,,,,,59
21828,,,,,,,,59
21829,,,,,,,,59
21830,,,,,,,,59
21831,,,,,,,,59
21832,,,,,,,,59
21833,,,,,,,,59
21834,,,,,,,,59
21835,,,,,,,,59
21836,,,,,,,,59
21837,,,,,,,,59
21838,,,,,,,,59
21839,,,,,,,,59
21840,,,,,,,,59
21841,,,,,,,,59
21842,,,,,,,,59
21843,,,,,,,,59
21844,,,,,,,,59
21845,,,,,,,,59
21846,,,,,,,,59
21847,,,,,,,,59
21848,,,,,,,,59
21849,,,,,,,,59
21850,,,,,,,,59
21851,,,,,,,,59
21852,,,,,,,,59
21853,,,,,,,,59
21854,,,,,,,,59
21855,,,,,,,,59
21856,,,,,,,,59
21857,,,,,,,,59
21858,,,,,,,,59
21859,,,,,,,,59
21860,,,,,,,,59
21861,,,,,,,,59
21862,,,,,,,,59
21863,,,,,,,,59
21864,,,,,,,,59
21865,,,,,,,,59
21866,,,,,,,,59
21867,,,,,,,,59
21868,,,,,,,,59
21869,,,,,,,,59
21870,,,,,,,,59
21871,,,,,,,,59
21872,,,,,,,,59
21873,,,,,,,,59
21874,,,,,,,,59
21875,,,,,,,,59
21876,,,,,,,,59
21877,,,,,,,,59
21878,,,,,,,,59
21879,,,,,,,,59
21880,,,,,,,,59
21881,,,,,,,,59
21882,,,,,,,,59
21883,,,,,,,,59
21884,,,,,,,,59
21885,,,,,,,,59
21886,,,,,,,,59
21887,,,,,,,,59
21888,,,,,,,,59
21889,,,,,,,,59
21890,,,,,,,,59
21891,,,,,,,,59
21892,,,,,,,,59
21893,,,,,,,,59
21894,,,,,,,,59
21895,,,,,,,,59
21896,,,,,,,,59
21897,,,,,,,,59
21898,,,,,,,,59
21899,,,,,,,,59
21900,,,,,,,,59
21901,,,,,,,,59
21902,,,,,,,,59
21903,,,,,,,,59
21904,,,,,,,,59
21905,,,,,,,,59
21906,,,,,,,,59
21907,,,,,,,,59
21908,,,,,,,,59
21909,,,,,,,,59
21910,,,,,,,,59
21911,,,,,,,,59
21912,,,,,,,,59
21913,,,,,,,,59
21914,,,,,,,,59
21915,,,,,,,,59
21916,,,,,,,,59
21917,,,,,,,,59
21918,,,,,,,,59
21919,,,,,,,,59
21920,,,,,,,,59
21921,,,,,,,,59
21922,,,,,,,,59
21923,,,,,,,,150
21924,,,,,,,,150
21925,,,,,,,,150
21926,,,,,,,,150
21927,,,,,,,,150
21928,,,,,,,,150
21929,,,,,,,,150
21930,,,,,,,,150
21931,,,,,,,,150
21932,,,,,,,,150
21933,,,,,,,,150
21934,,,,,,,,150
21935,,,,,,,,150
21936,,,,,,,,150
21937,,,,,,,,150
21938,,,,,,,,150
21939,,,,,,,,150
21940,,,,,,,,150
21941,,,,,,,,150
21942,,,,,,,,150
21943,,,,,,,,150
21944,,,,,,,,150
21945,,,,,,,,150
21946,,,,,,,,150
21947,,,,,,,,150
21948,,,,,,,,150
21949,,,,,,,,150
21950,,,,,,,,150
21951,,,,,,,,150
21952,,,,,,,,150
21953,,,,,,,,150
21954,,,,,,,,150
21955,,,,,,,,150
21956,,,,,,,,150
21957,,,,,,,,150
21958,,,,,,,,150
21959,,,,,,,,150
21960,,,,,,,,150
21961,,,,,,,,150
21962,,,,,,,,150
21963,,,,,,,,150
21964,,,,,,,,150
21965,,,,,,,,150
21966,,,,,,,,150
21967,,,,,,,,150
21968,,,,,,,,150
21969,,,,,,,,150
21970,,,,,,,,150
21971,,,,,,,,150
21972,,,,,,,,150
21973,,,,,,,,311
21974,,,,,,,,311
21975,,,,,,,,311
21976,,,,,,,,311
21977,,,,,,,,311
21978,,,,,,,,311
21979,,,,,,,,311
21980,,,,,,,,311
21981,,,,,,,,311
21982,,,,,,,,311
21983,,,,,,,,311
21984,,,,,,,,311
21985,,,,,,,,311
21986,,,,,,,,311
21987,,,,,,,,311
21988,,,,,,,,311
21989,,,,,,,,311
21990,,,,,,,,311
21991,,,,,,,,311
21992,,,,,,,,311
21993,,,,,,,,311
21994,,,,,,,,311
21995,,,,,,,,311
21996,,,,,,,,311
21997,,,,,,,,311
21998,,,,,,,,311
21999,,,,,,,,311
22000,,,,,,,,311
22001,,,,,,,,311
22002,,,,,,,,311
22003,,,,,,,,311
22004,,,,,,,,311
22005,,,,,,,,311
22006,,,,,,,,311
22007,,,,,,,,311
22008,,,,,,,,311
22009,,,,,,,,311
22010,,,,,,,,311
22011,,,,,,,,311
22012,,,,,,,,311
22013,,,,,,,,311
22014,,,,,,,,311
22015,,,,,,,,311
22016,,,,,,,,311
22017,,,,,,,,311
22018,,,,,,,,311
22019,,,,,,,,311
22020,,,,,,,,311
22021,,,,,,,,311
22022,,,,,,,,311
22023,,,,,,,,311
22024,,,,,,,,311
22025,,,,,,,,311
22026,,,,,,,,311
22027,,,,,,,,311
22028,,,,,,,,311
22029,,,,,,,,311
22030,,,,,,,,311
22031,,,,,,,,311
22032,,,,,,,,207
22033,,,,,,,,207
